p1,p2,p3,p4,Recall1,Recall2,r1,r2,r3,r4,r5,r6,rl1,rl2,rl3,rl4,rl5,rl6,d1,d2,d3,d4,d5,d6,t1,t2,t3,t4,t5,t6,a11,a12,a13,a14,a15,a16,a17,a18,a19,a21,a22,a23,a24,a25,a26,a27,a28,a29,bp1,bp2,bp3,bp4,bp5,bp6,u1,u2,u3,u4,u5,u6,e11,e12,e13,e14,e10,e21,e22,e23,e24,e20,e31,e32,e33,e34,e30,e41,e42,e43,e44,e40,e51,e52,e53,e54,e50,e61,e62,e63,e64,e60,M1,M2,M3,M4,M5,SM0,SM1,SM2,SM3,SM4,SM5,SM6,attend,sth,Gender,zip,yob,Income,married,kids,residence,retake,Sex,single_married,homeowner,children,Social_Channels,Passion,OcshnerBE,FAC1_1,FAC2_1,FAC3_1,age,HHIncome,neighborhood_income,neighborhood_age,neighborhood_edu,neighborhood_pop
100,90,90,100,1,0,25,25,25,59,64,65,19,20,19,52,51,49,53,53,25,57,70,44,49,48,47,49,71,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,51,51,13,47,67,40,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,17,17,17,17,10,1,0,0,0,0,0,0,7,1,1,70461,1982,5,1,2,1,1,1,1,1,2,0,95,52.8,-0.6091434128600521,0.20782268019268524,0.9574348555644308,41,5,84973,39,4246,32229
91,91,92,91,1,0,100,91,21,50,50,50,100,91,12,50,50,50,100,91,13,50,50,50,100,91,10,50,50,50,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,100,90,11,50,50,50,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,2,17,17,17,0,1,0,0,0,0,0,1,0,1,35080,1954,5,1,0,1,2,1,1,1,0,1,91.25,50,-0.6591674359171655,0.585711955090879,0.27399909711227766,69,5,106660,37,4085,19561
100,100,100,100,1,1,65,80,99,100,50,51,82,53,51,100,52,56,62,56,87,100,90,52,74,79,76,98,82,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97,67,84,98,76,51,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,14,14,11,17,0,1,0,0,0,0,0,9,0,1,70001,1978,5,1,1,1,1,1,1,1,1,1,100,99.2,0.9202048704690512,0.03130364699458204,0.8922050779872273,45,5,68702,40.2,6712,40071
99,99,84,72,1,1,99,96,98,99,46,53,97,95,97,99,48,41,99,98,98,98,70,71,98,98,99,95,94,95,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,98,98,70,97,70,69,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,14,17,17,17,0,1,1,1,0,0,0,4,0,1,70510,1980,5,2,2,1,1,1,0,1,2,3,88.5,97.6,0.842732829520351,0.933093403579792,0.29276306505914806,43,5,50594,39.3,2334,23864
90,90,90,90,1,1,60,70,70,95,95,75,50,50,50,90,100,75,80,80,80,100,91,75,90,90,90,95,95,75,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,95,95,95,91,90,75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,17,10,10,10,10,0,1,0,0,0,0,0,0,0,2,70737,1955,5,1,0,1,1,2,1,1,0,1,90,94.2,0.503799476887935,0.8474293428862918,1.5121685958848077,68,5,78946,37.5,5677,45958
100,90,87,98,1,1,83,85,51,91,66,36,72,7,5,45,1,6,79,69,5,89,10,14,81,56,39,91,53,55,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,92,56,15,90,75,57,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,1,17,17,10,0,1,0,1,0,0,0,2,0,2,36732,1978,5,1,3,1,1,2,1,1,3,2,93.75,81.2,0.6866642408021891,-0.00775609551278388,-0.2957755708459766,45,5,52524,41.7,1206,7985
100,100,100,100,1,1,70,60,50,100,81,80,50,0,1,100,0,0,100,62,51,100,66,86,53,53,53,100,80,95,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,70,34,36,100,35,35,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,17,9,17,2,6,0,0,1,1,0,0,0,9,1,1,70121,1985,5,5,0,1,4,1,0,1,0,2,100,100,1.1170407769165474,0.9443480269003968,-0.36501684405041573,38,5,56378,44.2,1649,10956
100,80,100,100,1,1,100,75,78,100,67,47,51,58,53,100,52,50,51,55,54,96,51,54,100,100,100,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,36,36,100,35,37,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,17,0,17,17,17,0,1,0,0,1,0,0,0,0,1,72015,1994,5,5,1,1,1,1,0,1,1,2,95,99.2,1.0062128497966232,0.5974438966043889,0.19928331309137243,29,5,63825,37.9,2677,27298
100,83,69,74,0,0,27,33,29,63,55,55,37,42,29,37,47,62,41,34,36,17,34,32,21,28,31,28,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,43,83,64,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,5,17,17,17,0,0,0,1,0,0,0,0,0,1,17110,1982,5,1,1,2,1,1,1,0,1,1,81.5,45.6,-0.7634815103058453,0.5982675092264685,0.11553223966553948,41,5,75276,40.9,4476,25456
85,80,70,75,1,1,80,80,80,100,75,75,40,70,60,50,0,0,100,100,100,100,0,0,80,90,80,100,80,80,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,76,73,73,100,34,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,5,17,17,17,0,1,1,0,0,0,0,0,0,1,36541,1986,5,3,2,1,1,1,0,1,2,2,77.5,90,1.0887087173626029,0.22816879160213657,-0.6964086486924502,37,5,77577,41.3,833,15601
100,90,93,92,1,1,99,100,97,96,99,87,50,51,87,97,81,45,93,99,96,98,92,82,97,97,98,93,93,84,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,91,79,92,94,91,79,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,16,16,16,16,16,0,0,1,0,0,1,0,5,0,1,70342,1985,5,1,3,1,1,1,1,1,3,2,93.75,95.6,0.5847106914328584,0.975004609191016,1.2901185465011973,38,5,52083,34.6,383,4786
60,41,51,71,1,1,100,100,100,31,71,51,100,100,100,70,50,21,100,81,20,49,81,28,100,45,21,20,73,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,39,12,7,100,19,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,14,12,1,12,5,1,0,0,0,0,0,0,2,0,2,70056,1995,5,5,0,1,4,2,0,1,0,0,55.75,35.4,-1.274010324454108,-0.5846239433304381,1.9219054310916033,28,5,62092,34.5,5121,42627
95,70,90,90,1,1,65,52,52,81,21,20,0,0,0,0,0,0,90,26,56,89,48,19,82,80,79,81,76,77,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,75,58,64,77,71,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,0,15,16,16,0,1,1,0,0,0,1,5,1,1,39367,1984,5,3,2,2,1,1,0,0,2,3,86.25,65.6,0.17894583613848716,0.17717754159482374,-0.2221273840275255,39,5,34371,38,1111,14332
100,100,100,90,1,1,91,0,0,86,65,59,6,5,5,1,3,2,76,8,5,54,51,8,88,19,18,52,52,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,56,60,61,65,62,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9,3,17,17,17,0,1,1,0,0,0,0,5,1,1,77380,1967,5,1,0,1,2,1,1,1,0,2,97.5,50.8,-0.3629785471556059,0.20592250721077543,0.06585854211722278,56,5,82383,36.4,7455,30034
98,100,77,96,1,0,100,100,82,100,17,13,100,100,20,59,10,10,100,100,37,15,81,76,100,100,23,63,41,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,26,69,33,74,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14,2,15,14,17,0,1,0,1,0,0,0,0,0,1,31757,1955,5,1,0,2,1,1,1,0,0,2,92.75,61.2,-0.17038171595070312,0.7821925154586697,-0.4772010441642347,68,5,74653,38.6,1558,11577
90,90,88,70,1,1,90,50,49,87,89,88,27,9,12,23,25,20,75,14,17,26,7,14,90,14,52,48,15,13,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,97,13,37,67,15,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,4,14,13,14,0,0,1,0,0,0,0,0,0,2,70631,1958,5,1,0,1,2,2,1,1,0,1,84.5,50.2,-0.2765383596538392,-0.02197683645327999,-0.4136432039802935,65,5,NA,42,42,386
90,70,80,80,1,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,14,0,1,1,1,0,0,0,0,0,1,12918,1988,5,5,2,1,1,1,0,1,2,3,80,0,-1.849994104992732,-0.767835112316724,-0.7100054898924183,35,5,87045,43,585,2607
90,90,50,80,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,17,0,0,3,1,0,0,0,0,0,0,0,0,1,91321,1969,5,1,2,1,1,1,1,1,2,0,77.5,80,1.1016114877685994,-1.0417613681405735,-1.46667359086667,54,5,84503,33.9,4192,34305
82,85,90,78,1,1,84,80,51,85,68,78,25,15,13,18,17,17,35,29,22,30,17,18,30,24,19,25,19,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,69,66,35,64,55,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,16,17,13,13,13,0,1,1,1,0,1,0,0,0,1,60618,1992,5,1,0,2,1,1,1,0,0,4,83.75,44.4,-0.5933908697521721,0.3653529598079833,-0.3097117436388422,31,5,100976,35.4,22214,92235
100,60,100,89,1,1,100,100,100,100,67,100,9,13,16,100,37,41,100,100,81,61,17,18,11,15,10,40,45,39,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,100,95,52,100,11,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,3,17,2,17,0,1,0,0,0,0,0,9,0,1,39648,1986,5,1,1,1,1,1,1,1,1,1,87.25,80.2,0.5659279237115886,0.2009348087124539,-0.4190819446527963,37,5,38870,38.3,1217,20071
99,82,92,71,1,1,12,4,18,86,11,7,20,21,34,88,41,25,9,9,8,93,7,8,18,15,15,99,33,26,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,88,11,5,96,10,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,0,0,0,0,1,0,2,71486,1965,5,1,0,1,2,2,1,1,0,1,86,92.4,1.1541163345511782,-0.792427306776979,-0.6652663662591769,58,5,45446,37,227,5232
100,90,85,50,1,0,81,72,61,49,53,50,87,14,52,11,7,9,100,38,58,58,9,16,70,11,55,10,11,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,100,16,70,34,31,30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,15,17,17,10,0,0,1,0,0,0,0,2,0,1,39194,1976,5,1,3,1,1,1,1,1,3,1,81.25,32.4,-0.9014034208583244,-0.04725797379065542,-0.5188322650560782,47,5,35754,37.2,1060,20525
100,90,95,100,1,1,60,50,70,100,20,10,50,40,80,100,20,20,50,40,80,100,10,10,50,40,80,100,10,10,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,50,40,70,100,10,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,9,0,17,17,10,0,1,0,1,0,0,0,8,1,2,70123,1969,5,3,0,1,1,2,0,1,0,2,96.25,100,1.466869557386988,-0.97629322087651,-0.8811956833524182,54,5,78415,42.3,5440,27633
100,100,100,100,1,1,98,96,62,86,53,57,11,15,13,15,11,15,96,95,96,83,12,9,67,68,34,66,16,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,94,98,49,98,18,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,14,1,16,17,12,0,1,0,1,0,0,0,0,0,2,77053,1984,5,5,0,2,4,2,0,0,0,2,100,69.6,0.4830265816984896,-0.2007695532739228,-0.8617148336019064,39,5,61750,33.8,1376,30175
100,100,100,100,1,1,54,53,53,49,49,51,20,17,14,63,36,33,25,10,10,45,8,13,53,51,51,52,51,52,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,70,72,72,70,70,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,6,17,17,9,0,1,0,1,0,0,0,0,0,2,71106,1966,5,5,0,2,1,2,0,0,0,2,100,55.8,-0.3801885538066104,0.4085565839583618,-0.01210106902537158,57,5,68085,39.7,5189,33470
100,100,90,90,0,1,16,40,25,75,50,50,21,40,21,100,92,65,10,17,26,91,79,85,18,26,14,100,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,12,19,94,46,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,17,17,17,17,17,0,1,1,1,0,1,1,1,0,1,76118,1964,5,1,0,1,3,1,1,1,0,5,95,92,0.61105118378271694,0.6501569820830103,0.3789444612257857,59,5,89394,38.2,2221,16822
50,50,50,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,17,17,17,0,1,0,0,0,0,0,0,0,1,40361,1978,5,1,3,1,1,1,1,1,3,1,52.5,0,-1.849994104992732,-0.767835112316724,-0.7100054898924183,45,5,56701,39.6,1527,18286
100,100,78,100,1,1,50,70,20,70,50,30,0,10,0,0,0,0,0,0,0,0,0,0,61,72,0,49,0,29,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,50,70,0,58,0,24,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,15,17,17,14,8,0,1,1,0,1,1,0,0,0,1,71457,1996,5,1,1,1,1,1,1,1,1,4,94.5,35.4,-0.618232463763758,-0.16816287085288356,-1.034831536440461,27,5,43057,32.2,2302,25608
100,100,100,100,1,1,50,50,50,5,5,5,50,51,50,5,5,5,50,50,50,5,5,5,50,51,50,10,10,10,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,51,19,19,50,21,21,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17,10,17,17,17,0,1,0,0,0,1,0,1,0,1,29485,1958,5,1,0,1,1,1,1,1,0,2,100,15,-1.4158791769301884,-0.5236140452124411,-0.6082479678732313,65,5,78363,36.6,8628,58946
95,85,90,32,1,1,16,9,11,73,73,73,4,0,0,74,68,73,43,2,2,89,72,73,6,5,1,99,79,72,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,16,3,2,85,60,39,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,16,11,16,16,16,0,1,1,0,0,0,0,5,1,1,36330,1984,5,1,2,1,1,1,1,1,2,2,75.5,84,0.3607272778256526,0.8399933448414431,0.6575350490435112,39,5,69544,36.5,3782,38461
100,70,90,60,0,1,40,40,40,80,80,60,0,0,0,100,100,70,1,0,0,80,80,50,0,0,0,75,75,40,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,30,30,30,80,80,30,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,17,0,14,17,17,0,1,0,0,0,0,0,9,1,2,70121,1957,5,5,0,1,1,2,0,1,0,1,80,83,0.2517123213372969,-0.27141968550991735,1.7338346230210877,66,5,56378,44.2,1649,10956
80,82,85,90,1,1,88,90,92,100,100,100,80,75,60,100,30,21,90,77,73,85,30,46,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,74,100,79,75,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12,6,17,13,17,0,1,0,1,0,1,0,0,0,1,75227,1963,5,1,1,1,1,1,1,1,1,3,84.25,97,0.8829545314834921,1.13301535807322,0.17858620538345055,60,5,54743,32.4,3301,58315
80,73,71,78,1,1,83,83,29,50,60,55,32,27,11,15,14,16,75,78,13,8,13,13,79,81,5,12,11,10,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,78,73,5,39,26,36,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,3,12,13,13,0,0,1,1,0,0,0,0,0,2,11010,1960,5,3,0,1,1,2,0,1,0,2,75.5,24.8,-1.2014740162158004,0.03326826682635459,-0.35946111709607653,63,5,136378,41,3837,25751
99,96,97,98,1,1,59,54,58,56,83,59,93,48,55,59,60,60,50,53,48,65,51,55,62,59,88,69,57,78,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,75,78,73,79,49,55,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,10,17,11,8,0,0,1,1,0,0,0,9,1,1,39520,1970,5,3,0,1,1,1,0,1,0,2,97.5,65.6,-0.19965390268058245,0.9309564420634752,0.3435250886152124,53,5,56147,47.8,1775,15281
100,20,24,33,1,0,100,98,9,59,56,59,100,9,10,7,4,5,100,7,4,6,6,8,100,11,9,5,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,6,6,13,6,5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,2,1,1,0,0,0,0,0,0,2,0,1,30328,1970,5,5,0,2,1,1,0,0,0,0,44.25,18,-1.301785702395568,-0.2481903678199875,-0.5614984897953466,53,5,101186,38.9,11782,39026
70,51,90,50,1,0,55,42,30,41,60,55,0,0,0,0,51,0,77,51,36,61,74,54,63,69,29,39,74,54,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,62,54,40,34,65,49,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,14,1,17,7,5,0,1,0,0,0,0,0,2,1,2,70003,1980,5,1,1,1,1,2,1,1,1,1,65.25,35,-1.1110889116948004,0.21320363678391052,0.9576536418940236,43,5,76626,45.7,6480,40529
100,100,100,100,1,1,91,94,86,90,92,91,74,73,70,61,58,62,88,86,78,91,69,68,83,88,85,95,81,80,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,63,57,41,82,36,48,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,0,17,17,17,0,1,0,0,0,0,0,0,0,1,70380,1981,5,5,0,2,1,1,0,0,0,1,100,83.8,0.427166181041812,1.1835162889811992,0.2853654964305732,42,5,47406,41.1,1158,20877
81,81,82,72,1,1,82,72,53,94,56,70,91,81,54,81,55,53,89,82,61,97,69,66,100,80,68,100,70,71,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,100,49,45,100,35,35,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,15,9,9,9,9,0,1,0,0,0,0,0,1,0,1,39531,1956,5,3,0,1,1,1,0,1,0,1,79,94.4,0.8575483330366227,0.6974556743604811,0.07283113235552484,67,5,56424,35.5,2466,18766
100,98,93,69,1,1,78,78,75,100,100,81,42,33,39,100,100,88,76,86,84,100,89,53,72,65,86,100,91,68,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,89,86,100,81,53,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,17,17,17,17,17,0,1,0,0,0,1,0,0,0,1,70058,1971,5,1,0,1,2,1,1,1,0,2,90,100,0.7549289941031189,0.4609217000448238,1.5715517863270696,52,5,58881,38,3685,40856
100,100,100,100,0,0,50,50,50,0,0,0,50,50,50,0,0,0,50,51,50,0,0,0,51,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,15,17,17,17,0,1,0,0,0,1,0,1,0,2,88101,1983,5,1,2,2,2,2,1,0,2,2,100,0,-1.849994104992732,-0.767835112316724,-0.7100054898924183,40,5,54824,31.3,3730,45619
90,30,80,50,1,1,50,50,50,80,50,50,3,3,3,80,3,3,50,50,50,99,3,3,50,50,50,100,3,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100,3,3,100,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,3,1,1,5,0,1,0,1,0,0,0,0,0,1,70506,1972,5,1,1,1,1,1,1,1,1,2,62.5,91.8,1.2640946487408866,-0.8140927068380617,-1.0367592997863022,51,5,53426,35.4,6976,39926
80,91,61,11,1,0,83,50,0,0,0,0,80,0,0,0,0,0,100,22,0,0,0,0,86,29,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,91,51,0,50,50,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,2,11,13,9,0,1,0,1,0,0,0,2,0,1,72404,1974,5,1,0,1,1,1,1,1,0,2,60.75,10,-1.6282545281270364,-0.45443448174487594,-0.5463439064567732,49,5,64545,37,4183,29571
100,74,99,100,1,1,53,54,55,100,39,53,11,11,11,84,59,57,66,54,19,98,45,100,74,73,20,73,52,53,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,89,84,22,80,52,20,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,17,3,17,17,17,0,1,0,1,0,0,0,7,1,2,70123,1960,5,1,0,1,4,2,1,1,0,2,93.25,87,0.5832616467789655,0.7155740469480406,-0.08639993821046393,63,5,78415,42.3,5440,27633
80,50,20,20,0,1,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,8,0,8,8,8,0,1,0,0,0,0,0,0,0,1,06096,1988,5,1,0,1,1,1,1,1,0,1,42.5,100,1.5786058364691191,-0.3862089059810633,-1.7086633335898815,35,5,85570,42,1750,12563
69,71,58,69,1,1,67,28,10,100,80,51,84,32,64,83,49,32,92,18,12,75,24,22,71,18,16,74,42,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,19,20,67,40,36,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,9,1,11,4,1,0,0,0,0,0,0,4,1,1,70119,1981,5,5,0,2,1,1,0,0,0,0,66.75,79.8,0.4923396939766331,-0.06935272838332084,0.13235753889031068,42,5,47507,37.8,7614,36028
69,38,76,29,1,1,68,75,33,69,21,27,0,0,0,3,3,5,6,5,4,74,11,8,7,2,6,61,0,5,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,14,14,17,10,1,0,1,0,1,1,0,1,1,0,2,85234,1993,5,1,0,1,1,2,1,1,0,4,53,41.4,-0.3932454825925397,-0.5752774421080263,-0.9654411442239744,30,5,110735,35.9,8740,49466
86,63,92,52,1,1,22,11,14,86,88,85,1,1,1,92,77,69,0,0,0,80,61,73,0,0,0,91,92,90,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,3,2,2,74,72,71,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,17,2,8,13,10,1,0,0,0,0,0,0,3,0,1,70065,1959,5,1,0,1,1,1,1,1,0,0,73.25,84.6,0.2611566279467015,1.3213941485918457,0.7473416183704531,64,5,63379,38.7,8307,50210
