p1,p2,p3,p4,Recall1,Recall2,r1,r2,r3,r4,r5,r6,rl1,rl2,rl3,rl4,rl5,rl6,d1,d2,d3,d4,d5,d6,t1,t2,t3,t4,t5,t6,a11,a12,a13,a14,a15,a16,a17,a18,a19,a21,a22,a23,a24,a25,a26,a27,a28,a29,bp1,bp2,bp3,bp4,bp5,bp6,u1,u2,u3,u4,u5,u6,e11,e12,e13,e14,e10,e21,e22,e23,e24,e20,e31,e32,e33,e34,e30,e41,e42,e43,e44,e40,e51,e52,e53,e54,e50,e61,e62,e63,e64,e60,M1,M2,M3,M4,M5,SM0,SM1,SM2,SM3,SM4,SM5,SM6,attend,sth,Gender,zip,yob,Income,married,kids,residence,retake,Sex,single_married,homeowner,children,Social_Channels,Passion,OcshnerBE,FAC1_1,FAC2_1,FAC3_1,age,HHIncome,neighborhood_income,neighborhood_age,neighborhood_edu,neighborhood_pop
71,8,8,34,0,0,3,4,4,3,3,5,3,3,3,4,2,3,4,3,3,3,2,2,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,62002,1951,5,1,1,1,1,1,1,1,1,0,30.25,2.6,-1.7867046363183432,-0.681044644763104,-0.6868105568263299,72,5,55041,41.4,3176,30166
100,100,100,100,1,1,80,70,70,100,53,53,12,12,11,11,11,11,80,50,10,75,20,30,80,50,50,80,50,50,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,100,50,50,90,50,50,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,0,1,0,0,0,0,9,1,1,36695,1979,5,1,2,1,3,1,1,1,2,1,100,71.2,0.4005905768114195,0.3820608381413555,-0.5938723327327511,44,5,72825,35.8,7539,51877
92,76,80,83,0,1,31,59,36,32,27,18,25,25,28,23,24,16,22,27,17,21,13,13,33,54,40,24,21,21,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,22,68,30,70,6,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,11,17,13,14,0,1,1,1,1,1,1,0,0,2,44094,1989,5,3,2,2,1,2,0,0,2,6,82.75,34,-0.8412170959522417,-0.2557431461561735,-0.5515400411366509,34,5,75794,45.9,7157,36958
100,92,100,92,0,0,50,39,38,3,3,3,51,51,50,3,3,3,20,20,20,3,3,3,30,31,31,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,16,2,16,16,17,1,0,0,0,0,0,0,1,0,1,71001,1946,5,1,0,1,1,1,1,1,0,0,96,2.8,-1.7826842292018157,-0.6960143457435455,-0.6465080135020624,77,5,38043,42.3,467,4120
93,88,78,76,1,0,93,73,77,35,54,57,93,100,100,42,47,55,72,89,79,47,39,59,63,69,69,64,56,64,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,75,75,64,53,84,81,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,1,14,14,10,0,0,0,1,0,0,0,3,0,2,77059,1996,5,5,0,2,1,2,0,0,0,1,83.75,48.2,-0.8229964050702385,1.186936949205904,0.25679006091314527,27,5,158958,44.5,4524,18370
100,100,90,100,1,1,100,43,63,100,62,100,56,47,55,63,61,57,75,100,24,47,44,51,95,99,100,100,27,11,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,100,100,27,79,26,26,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,4,6,10,0,0,1,0,0,0,0,6,0,1,70454,1998,5,5,0,1,3,1,0,1,0,1,97.5,77.8,0.4152225679359974,0.42209540017681024,-0.13864671002796614,25,5,65355,39,3158,32111
91,90,52,50,1,1,5,5,5,50,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,2,5,3,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,1,7,0,1,0,0,0,0,0,7,1,1,70401,1984,5,1,4,1,3,1,1,1,4,1,70.75,13,-1.4042113105725826,-0.6846310507516657,-0.7405901340160034,39,5,46669,28.6,3041,20748
81,89,70,70,1,1,90,88,77,83,96,82,62,13,8,80,100,100,65,67,37,87,97,66,64,70,28,81,100,66,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,71,80,42,56,99,69,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,15,1,15,13,10,0,0,1,1,0,0,0,2,0,2,70124,1991,5,5,0,1,1,2,0,1,0,2,77.5,77.4,-0.1307628521806685,0.876494990185319,1.8544940759357615,32,5,113525,38.7,5294,20212
100,88,75,65,1,1,56,61,61,86,85,84,21,20,18,98,66,67,29,28,20,97,40,56,85,78,77,100,87,56,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,84,59,64,76,75,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17,11,16,16,17,0,1,0,0,0,0,0,1,1,1,70448,1971,5,1,3,1,1,1,1,1,3,1,82,91.4,0.5805436424854364,0.9051617029269192,0.5779802114015746,52,5,90475,38.9,4912,26364
100,100,100,70,0,0,3,2,2,2,2,3,1,3,2,3,1,2,2,3,3,1,3,3,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,1,0,0,0,0,0,0,0,0,1,28311,1953,5,1,0,1,1,1,1,1,0,0,92.5,2.4,-1.7945553901191895,-0.680331062134284,-0.6785804308890259,70,5,55849,32.5,4013,34683
81,81,75,60,1,1,10,10,2,50,50,50,3,3,1,100,100,61,80,75,30,100,70,40,30,30,5,70,70,70,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,20,0,0,60,60,60,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,13,7,17,4,0,0,1,0,1,0,0,0,2,0,3,70122,1979,5,1,1,1,1,NA,1,1,1,2,74.25,76,0.01709333060382185,0.3011206072566406,1.0633852521948626,44,5,44750,40.4,5343,35147
61,33,33,2,0,0,0,1,1,1,53,1,0,0,0,1,49,1,0,0,0,0,12,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,7,0,0,0,1,0,0,0,0,0,0,0,0,1,70115,1960,5,2,1,1,1,1,0,1,1,0,32.25,0.6,-2.017145660794085,-1.2835829424392111,0.8102053630338713,63,5,91672,39.6,7682,33069
100,100,100,100,1,1,100,78,55,100,18,48,100,57,41,100,20,34,100,57,35,100,20,26,100,61,64,100,11,17,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,64,47,100,12,11,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,15,2,17,17,17,0,1,1,1,0,1,0,2,0,2,77073,1988,5,1,1,2,1,2,1,0,1,4,100,100,1.3884366183710437,-0.29511220222670265,-1.0662205076251434,35,5,69784,31.8,2440,41866
100,70,70,100,1,1,100,40,25,81,60,60,70,15,17,13,11,12,100,32,24,70,35,30,83,23,30,81,22,20,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,100,74,30,94,29,26,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,1,1,1,1,3,0,1,33904,2000,5,5,0,2,1,1,0,0,0,6,85,67.8,0.3345016139585963,-0.04966495558918862,-0.5386531207637139,23,5,62177,58.2,4872,32345
100,100,100,8,1,1,100,100,100,100,100,18,4,7,5,100,100,13,4,5,5,100,100,6,4,4,6,100,100,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,4,100,100,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,1,1,17,17,1,0,0,0,0,0,0,9,1,1,70130,1970,5,3,0,1,1,1,0,1,0,0,77,100,1.0156325569650717,-2.548373650963912,3.092102171506703,53,5,78674,38.3,3217,13202
100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,65,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,17,17,15,17,1,0,0,0,0,0,0,6,1,1,70130,1970,5,3,0,1,1,1,0,1,0,0,100,100,0.531659233158401,1.939259022498482,1.2580036841169735,53,5,78674,38.3,3217,13202
100,100,100,100,1,1,4,3,3,81,100,87,4,3,7,4,71,6,18,4,4,2,55,6,4,4,5,3,87,77,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,7,7,6,2,95,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,0,17,17,1,0,0,0,0,0,0,7,1,1,70124,1980,5,1,3,1,1,1,1,1,3,0,100,18.4,-1.6868159800925229,-0.3965013669777447,2.004964924935216,43,5,113525,38.7,5294,20212
100,100,100,100,0,1,10,10,10,100,100,9,9,10,10,100,25,4,10,10,10,10,14,3,9,13,7,100,100,8,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,49,50,1,100,64,9,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,17,16,17,17,17,0,1,1,0,0,1,0,3,0,1,71129,1960,5,1,0,1,1,1,1,1,0,3,100,82,0.6691333065962383,-1.7667833559335762,1.286115261193029,63,5,50996,38.5,1094,12958
100,100,100,100,1,1,30,33,100,100,19,17,30,1,100,100,9,9,72,72,100,100,9,15,61,72,100,100,15,14,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,76,22,100,100,10,16,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,2,17,17,8,0,1,0,1,1,0,0,1,0,2,45505,1984,5,1,2,1,1,2,1,1,2,3,100,100,1.4776291421804115,-0.7850950941948512,-1.0540421144262997,39,5,42692,34.4,990,20485
100,88,92,100,1,1,72,64,81,100,68,61,20,13,15,17,9,7,82,100,100,100,31,40,46,45,48,46,53,55,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,62,59,82,100,60,53,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15,2,17,17,4,0,1,0,0,1,0,0,0,0,1,71323,1984,5,1,3,1,4,1,1,1,3,2,95,72.6,0.36939207263858487,0.49862479554544714,-0.3749191312379958,39,5,35875,36.5,55,1156
90,80,50,70,1,1,0,0,0,100,75,6,0,1,0,100,50,6,0,0,1,100,50,1,0,0,0,100,50,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,17,6,0,17,17,1,0,0,0,0,0,0,9,1,2,70122,1956,5,3,0,1,1,2,0,1,0,0,72.5,100,1.3033887661809045,-2.0797031416209903,1.1328489884223314,67,5,44750,40.4,5343,35147
100,100,100,100,1,1,20,10,10,100,100,100,11,10,10,80,80,80,35,9,9,80,20,20,10,10,11,50,30,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,30,30,100,100,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,1,0,0,0,0,0,1,70124,1987,5,1,0,1,2,1,1,1,0,3,100,82,0.27087036128540576,0.8991365390353624,0.5169761504907489,36,5,113525,38.7,5294,20212
100,100,100,100,1,1,5,6,4,100,52,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,50,50,100,50,50,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,3,12,17,10,0,1,0,0,0,0,0,3,0,2,70071,1971,5,1,0,1,1,2,1,1,0,1,100,100,0.7443200660459288,0.7892457184744563,1.020891886788985,52,5,46402,50.4,265,3181
100,81,81,99,1,0,50,91,52,9,6,10,5,97,5,4,5,6,48,100,48,48,47,47,46,100,45,40,43,40,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,100,23,45,29,100,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,8,8,1,8,0,1,0,1,0,0,0,0,1,1,90804,1958,5,1,0,1,1,1,1,1,0,2,90.25,29.2,-1.1767919087609755,0.8342384133897345,-0.7056530819860221,65,5,64160,34,5490,37299
82,78,80,76,1,0,51,55,55,81,83,80,53,55,52,83,86,80,54,58,60,59,60,54,57,60,56,63,57,59,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,97,98,95,50,46,48,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,9,10,9,14,0,1,0,1,0,0,0,2,1,3,91730,1984,5,5,3,1,2,NA,0,1,3,2,79,67.2,-0.24400672889058792,0.8303329976680145,0.7259345093631662,39,5,84850,34.3,10150,71040
88,71,41,28,1,0,10,11,11,8,64,4,0,0,0,0,0,0,14,49,42,19,8,16,33,32,38,40,33,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,58,26,26,13,19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,17,0,17,8,0,0,0,0,0,1,0,0,0,1,15236,1963,5,5,0,3,2,1,0,0,0,1,57,18.6,-1.3363686529155718,-0.31112966306305273,-0.28053106628968016,60,5,79521,44.2,5833,31419
100,100,100,100,1,1,90,90,91,90,25,25,25,25,25,75,25,25,50,50,100,100,25,25,25,25,100,100,25,25,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,75,25,100,100,25,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17,10,17,10,10,0,1,0,0,0,0,0,1,0,2,71360,1967,5,1,1,1,1,2,1,1,1,1,100,93,1.1366641682688,-0.42509481835087126,-0.679858480846617,56,5,60090,37.9,3880,35832
99,95,95,100,1,1,75,50,75,100,100,100,80,80,80,100,75,75,100,75,86,100,78,77,100,90,90,90,85,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95,93,90,100,94,90,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,17,17,17,17,17,0,1,0,1,0,0,1,3,0,1,70446,1988,5,1,2,3,2,1,1,0,2,3,97.25,98,0.6325670237020337,1.4965377945697704,0.893629805481668,35,5,72547,34.1,489,7208
95,97,95,95,1,1,1,1,1,98,98,0,0,0,0,99,99,0,0,0,0,97,98,0,0,0,0,95,95,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93,100,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,17,17,17,17,17,0,0,1,0,0,0,0,0,0,2,70533,1959,5,1,0,1,1,2,1,1,0,1,95.5,96.4,0.9375959463537268,-2.9376402110049367,3.210074852153586,64,5,56667,37.4,730,7356
100,100,100,100,1,1,100,76,23,98,52,53,99,82,79,99,42,16,100,85,52,98,25,26,100,78,46,97,38,21,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,100,77,53,99,52,25,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,2,17,17,17,0,1,1,1,0,0,1,3,1,1,10570,1980,5,1,2,1,1,1,1,1,2,4,100,98.2,1.1903985802876476,-0.5981952477481383,0.02546315677073416,43,5,179056,40.9,3010,13168
88,95,100,73,1,1,81,61,50,71,50,4,5,4,4,50,3,4,100,70,49,100,4,5,100,51,51,100,3,4,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,100,53,53,100,55,54,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,5,17,17,11,0,0,1,0,0,0,0,0,0,1,71111,1960,5,1,0,1,1,1,1,1,0,1,89,84.2,0.9087616841402332,-0.7584515478075352,-0.6103582022088696,63,5,65463,35.2,5418,42953
100,100,100,100,1,1,23,28,28,100,100,100,16,17,19,100,100,100,21,14,16,100,100,100,5,1,7,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,4,100,100,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,17,17,17,17,17,0,1,1,1,1,1,1,3,0,1,32327,1991,6,1,3,1,1,1,1,1,3,6,100,100,0.531659233158401,1.939259022498482,1.2580036841169735,32,6,73829,41.8,2481,30090
100,100,100,100,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,75,62,100,100,100,73,64,55,100,72,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,56,71,100,69,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17,9,17,17,17,0,1,1,1,0,1,1,9,0,1,71446,1962,6,1,0,1,1,1,1,1,0,5,100,100,0.6902366932621611,1.2232025545485592,1.1350810384111274,61,6,55243,37.3,2230,22152
80,60,60,60,1,1,90,70,70,70,50,50,30,0,0,0,0,0,80,20,40,40,1,0,50,50,50,50,50,50,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,7,0,0,1,1,0,1,0,0,1,1,42701,1973,6,3,0,1,1,1,0,1,0,3,65,32,-0.7676474148464512,-0.11301701624891204,-0.681016554932033,50,6,65070,39.5,5999,52618
90,80,90,80,1,1,50,50,50,80,50,50,20,5,5,80,0,0,80,30,30,80,1,0,50,50,50,80,50,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,59,60,88,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,2,17,14,2,0,1,1,1,0,0,0,0,0,1,70806,1983,6,1,2,1,4,1,1,1,2,3,85,81.6,0.8644395762548492,-0.4601632132358745,-0.8504825292155748,40,6,52393,34.3,4509,29532
90,70,80,70,1,1,50,50,2,70,81,9,1,1,1,61,80,0,99,99,1,100,100,3,71,71,4,99,100,13,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,60,60,7,80,80,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,17,17,0,5,0,1,0,1,0,0,0,1,0,1,70123,1980,6,1,3,1,1,1,1,1,3,2,77.5,82,0.5296522516650488,-2.361875421313069,2.62758670458641,43,6,78415,42.3,5440,27633
71,35,65,40,1,1,0,0,0,51,20,31,0,0,0,51,10,10,5,0,15,51,23,10,0,0,0,70,10,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,30,30,30,80,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,17,0,17,0,1,0,0,0,0,0,0,0,0,1,70124,1992,6,1,0,2,1,1,1,0,0,0,52.75,60.6,0.08566469213705157,-0.08591236302224572,-1.0470966197948672,31,6,113525,38.7,5294,20212
100,100,100,100,1,1,70,0,0,81,0,0,0,0,0,0,0,0,100,0,0,100,0,0,71,0,0,62,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,100,0,0,100,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,0,0,0,0,9,1,1,36580,1986,6,1,0,1,1,1,1,1,0,2,100,68.6,0.6715972023006667,-0.9958953326237192,-1.3670905930644208,37,6,49844,35.3,618,6574
94,75,100,90,1,0,69,72,71,33,27,31,50,48,49,0,0,0,99,100,100,0,0,0,81,81,81,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,67,67,68,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,0,17,17,13,0,1,0,1,0,0,0,0,0,1,46514,1973,6,1,0,1,1,1,1,1,0,2,89.75,6.6,-1.6261400624783466,-0.5499234640842512,-0.701951539775631,50,6,60300,39.7,3932,41248
78,51,41,65,1,1,4,62,10,1,4,2,8,71,6,10,8,2,47,62,10,4,4,4,15,53,12,10,6,8,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,16,63,8,82,20,22,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,3,9,1,2,0,1,0,0,0,0,1,1,0,2,39154,1975,6,1,0,1,1,2,1,1,0,2,58.75,21.4,-1.1858422221505232,-0.6313026934030836,-0.6492668036249579,48,6,79333,39.8,1372,9418
100,100,100,100,1,1,85,81,48,100,69,81,77,71,65,100,54,46,58,76,34,100,45,46,74,65,19,85,43,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,71,37,100,30,27,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,1,0,1,0,2,0,1,70726,1989,6,1,5,1,1,1,1,1,5,3,100,97,1.025721608717157,0.12310663616936016,-0.00258232572101659,34,6,78119,35.6,7361,60707
100,100,73,100,1,1,10,11,11,14,7,100,8,9,7,7,6,99,14,7,9,6,8,100,14,13,13,11,7,99,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,6,6,6,10,11,100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,17,2,10,8,1,0,0,0,0,0,0,2,0,2,32408,1959,6,1,0,1,1,2,1,1,0,0,93.25,9.6,-2.079004083729344,3.955290795946674,-2.416385524336742,64,6,64561,46.6,3718,18594
71,69,70,70,1,1,30,5,2,6,7,7,5,7,6,1,2,1,5,5,5,4,5,6,2,2,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,7,7,7,4,5,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,0,0,0,0,0,0,1,70755,1984,6,1,4,1,1,1,1,1,4,1,70,3.8,-1.7540052924079217,-0.6456029206285536,-0.6425100523825742,39,6,50543,45.5,181,1686
100,92,100,88,1,0,51,52,52,100,22,21,64,50,52,20,77,21,70,42,42,99,33,32,84,41,42,100,38,40,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,85,31,32,97,42,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,1,0,0,0,0,0,0,1,70634,1951,6,1,0,1,1,1,1,1,0,2,95,83.2,0.761472829663186,-0.3521611001325618,-0.05193544380758601,72,6,68331,37.5,2216,25441
90,30,50,30,1,0,50,50,50,50,50,50,0,37,0,100,0,0,0,0,0,50,0,0,50,50,50,76,50,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,17,5,5,5,5,0,1,0,0,0,0,0,8,1,1,70435,1960,6,1,0,1,1,1,1,1,0,1,50,65.2,0.2174562486348952,-0.44651029910941786,-0.6235098927375241,63,6,82467,41.1,3208,20098
72,39,39,72,1,1,65,40,18,82,20,36,17,13,7,53,13,15,66,37,16,56,12,22,43,26,11,81,14,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,51,9,57,9,20,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,2,1,5,5,0,1,0,1,0,0,0,3,0,1,70047,1983,6,1,2,1,1,1,1,1,2,2,55.5,65.8,0.2847203097046483,-0.09059455474680052,-1.0523274278256327,40,6,98846,39.4,2662,13467
50,25,10,5,1,1,51,51,51,51,51,52,0,0,0,51,25,25,71,50,0,82,52,52,6,6,6,82,83,53,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,10,11,10,90,61,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,17,17,5,0,1,1,0,0,0,0,0,0,1,70448,1982,6,1,2,1,4,1,1,1,2,2,22.5,71.2,0.1279832316387167,0.46814148878289247,0.18752490412492884,41,6,90475,38.9,4912,26364
